cut	114
Partition 0	36,34,35
Partition 1	16,13,14,15
Partition 2	8,19,18,17
Partition 3	77,94,96
Partition 4	12,47,49,95
Partition 5	44,46,45,98
Partition 6	86,72,43
Partition 7	69,70,81,68
Partition 8	64,65,66,67
Partition 9	88,87,25
Partition 10	24,85,83,84
Partition 11	20,22,21
Partition 12	23,91,89,90,92
Partition 13	99,1,42
Partition 14	52,51,50,76
Partition 15	57,54,55,53
Partition 16	0,2,97
Partition 17	4,3,59,6
Partition 18	61,60,58
Partition 19	74,75,10,38,73
Partition 20	82,80,93
Partition 21	71,32,33,40
Partition 22	31,29,30,27
Partition 23	56,79,78
Partition 24	11,9,26,48
Partition 25	5,7,62,28
Partition 26	63,37,39,41
