cut	54
Partition 0	3565,3522,3566,3567
Partition 1	3589,3606,3588,3605
Partition 2	3555,3552,3553,3554
Partition 3	3561,3559,3563,3524,3562
Partition 4	3560,3523,3577,3551,3550
Partition 5	3611,3610,3549,3609
Partition 6	3556,3570,3571,3608,3607
Partition 7	3531,3530,3532,3548
Partition 8	3527,3597,3594,3595,3596
Partition 9	3520,3569,3528,3564,3529,3568
Partition 10	3537,3546,3536,3547,3535
Partition 11	3539,3545,3540,3544
Partition 12	3572,3573,3574,3575,3576
Partition 13	3526,3592,3591,3590
Partition 14	3534,3533,3593,3598,3604
Partition 15	3557,3558,3585,3525
Partition 16	3586,3584,3582,3587,3583
Partition 17	3581,3579,3580,3601
Partition 18	3599,3600,3603,3578,3602
Partition 19	3521,3538,3541,3542,3543
