path	1
T	8
cut	36
Partition 0	7534,7535,7536,7555
Partition 1	7544,7542,7543,7496
Partition 2	7492,7514,7515,7516
Partition 3	7529,7530
Partition 4	7517,7518,7497
Partition 5	7521,7533,7528,7532,7527
Partition 6	7524,7525,7526,7522,7523
Partition 7	7502,7506,7507,7513
Partition 8	7493,7500,7501,7511,7512
Partition 9	7503,7504,7505
Partition 10	7491,7510,7549,7509,7499
Partition 11	7490,7498,7508,7540,7495
Partition 12	7546,7541,7547
Partition 13	7554,7494,7552,7553
Partition 14	7537,7539,7550,7551,7538
Partition 15	7548
Partition 16	7519,7520,7531
Partition 17	7545
path	2
T	12
cut	36
Partition 0	7534,7535,7536,7555
Partition 1	7519,7542,7543,7520,7496
Partition 2	7492,7514,7515,7516
Partition 3	7531,7530
Partition 4	7517,7518,7497
Partition 5	7521,7533,7528,7532,7527
Partition 6	7524,7525,7526,7522,7523
Partition 7	7502,7506,7507,7513
Partition 8	7493,7500,7501,7511,7512
Partition 9	7503,7504,7505,7529
Partition 10	7491,7510,7549,7509,7499
Partition 11	7490,7498,7508,7540,7495
Partition 12	7546,7541,7547
Partition 13	7554,7494,7552,7553
Partition 14	7537,7539,7550,7551,7538
Partition 15	7548
Partition 16	7545
Partition 17	7544
path	3
T	11
cut	38
Partition 0	7534,7535,7536,7555
Partition 1	7544,7542,7543,7496
Partition 2	7492,7514,7515,7516
Partition 3	7521,7520,7531,7530,7527
Partition 4	7517,7518,7497
Partition 5	7528
Partition 6	7524,7525,7526,7522,7523
Partition 7	7502,7506,7507,7513
Partition 8	7493,7500,7501,7511,7512
Partition 9	7503,7504,7505,7529
Partition 10	7491,7510,7549,7509,7499
Partition 11	7490,7498,7508,7540,7495
Partition 12	7546,7541,7547
Partition 13	7554,7494,7552,7553
Partition 14	7537,7539,7550,7551,7538
Partition 15	7548
Partition 16	7532
Partition 17	7533
Partition 20	7545
Partition 21	7519
path	4
T	9
cut	34
Partition 0	7534,7535,7536,7555
Partition 1	7519,7542,7543,7520,7496
Partition 2	7492,7514,7515,7516
Partition 3	7531,7530
Partition 4	7517,7518,7497
Partition 5	7521,7533,7528,7532,7527
Partition 6	7524,7525,7526,7522,7523
Partition 7	7502,7506,7507,7513
Partition 8	7493,7500,7501,7511,7512
Partition 9	7503,7504,7505,7529
Partition 10	7491,7510,7549,7509,7499
Partition 11	7490,7498,7508,7540,7495
Partition 12	7544,7545,7546,7547
Partition 13	7548,7554,7494,7552,7553
Partition 14	7537,7539,7550,7551,7538
Partition 15	7541
path	5
T	9
cut	33
Partition 0	7534,7535,7536,7555
Partition 1	7519,7542,7543,7520,7496
Partition 2	7492,7514,7515,7516
Partition 3	7531,7530
Partition 4	7517,7518,7497
Partition 5	7521,7533,7528,7532,7527
Partition 6	7524,7525,7526,7522,7523
Partition 7	7502,7506,7507,7513
Partition 8	7493,7500,7501,7511,7512
Partition 9	7503,7504,7505,7529
Partition 10	7491,7510,7549,7509,7499
Partition 11	7490,7498,7508,7540,7495
Partition 12	7544,7545,7546,7541,7547
Partition 13	7548,7554,7494,7552,7553
Partition 14	7537,7539,7550,7551,7538
