cut	42
Partition 0	5,12,29,43
Partition 1	77,45,51,79
Partition 2	14,48,50,52
Partition 3	2,56,64,67,74
Partition 4	42,73,58,72
Partition 5	6,10,26,40,61
Partition 6	1,13,21,23,49
Partition 7	15,35,53,69
Partition 8	0,4,20,27,30,71
Partition 9	16,32,36,80,22
Partition 10	8,25,31,54
Partition 11	44,59,81,89
Partition 12	11,17,28,85,57
Partition 13	9,19,82,88
Partition 14	24,60,68,86
Partition 15	18,39,46,70,62
Partition 16	33,83,63,84
Partition 17	3,47,55,87
Partition 18	7,34,37,38,78
Partition 19	41,65,75,76,66
