cut	118
Partition 0	75,9,63
Partition 1	18,38,51
Partition 2	50,48,78
Partition 3	49,44,53
Partition 4	26,42,35
Partition 5	7,13,21
Partition 6	2,46,31
Partition 7	1,12,65
Partition 8	56,41,76
Partition 9	20,23,36
Partition 10	0,25,16,39
Partition 11	10,17,66
Partition 12	37,72,15,52
Partition 13	4,73
Partition 14	74,67,69
Partition 15	34,14,60
Partition 16	22,8,61
Partition 17	64,33,79
Partition 18	62,54,19
Partition 19	6,40,29
Partition 20	5,77,68
Partition 21	55,59,58,43
Partition 22	3,28,45
Partition 23	11,30,47
Partition 24	32,24,71
Partition 25	57,27,70
