cut	105
Partition 0	1153,1154,1169,1170
Partition 1	1160,1167,1168
Partition 2	1124,1150,1151,1152
Partition 3	1123,1131,1137,1138
Partition 4	1173,1179,1180,1178
Partition 5	1181,1191,1190
Partition 6	1133,1135,1136
Partition 7	1085,1093,1132,1086
Partition 8	1175,1094,1122,1172,1174
Partition 9	1128,1218,1219
Partition 10	1125,1126,1129,1130
Partition 11	1192,1209,1208
Partition 12	1204,1205,1207,1206
Partition 13	1201,1202,1148,1149,1203
Partition 14	1224,1171,1225,1156
Partition 15	1226,1227,1223,1228
Partition 16	1232,1210,1231,1230
Partition 17	1212,1213,1217,1229
Partition 18	1157,1158,1159,1155
Partition 19	1161,1162,1200
Partition 20	1109,1110,1139,1140
Partition 21	1182,1183,1184
Partition 22	1141,1088,1099,1142
Partition 23	1143,1144,1185,1189
Partition 24	1195,1196,1198
Partition 25	1193,1194,1197,1199
Partition 26	1107,1108,1121,1120
Partition 27	1089,1102,1104,1105
Partition 28	1176,1087,1106,1127,1177
Partition 29	1100,1101,1091
Partition 30	1221,1098,1220,1222
Partition 31	1145,1092,1146,1147
Partition 32	1096,1112,1113,1119
Partition 33	1095,1097,1111,1103
Partition 34	1114,1115,1118,1166
Partition 35	1214,1211,1215,1216
Partition 36	1117,1165,1163,1164
Partition 37	1234,1090,1186,1233
Partition 38	1134,1116,1187,1188
