cut	29
Partition 0	66,45,52
Partition 1	51,50
Partition 2	5,11
Partition 3	10,43
Partition 4	60,71,70
Partition 5	78,27,33
Partition 6	6,23,28
Partition 7	9,79,69
Partition 8	0,47,26
Partition 9	54,30,53
Partition 10	8,73,35,34
Partition 11	7,14,37
Partition 12	75,74,4
Partition 13	2,1,3,77
Partition 14	67,59
Partition 15	68,21,44
Partition 16	19,13,15
Partition 17	22,38,49
Partition 18	12,61
Partition 19	40,39,72
Partition 20	55,18,25,24
Partition 21	42,17
Partition 22	62,31,32
Partition 23	29,46,20
Partition 24	56,76
Partition 25	48,16,57
Partition 26	41,36,58
Partition 27	65,64,63
