cut	52
Partition 0	18,39,20
Partition 1	60,59,61
Partition 2	22,35,54
Partition 3	8,67,44
Partition 4	12,48,21
Partition 5	25,30,31
Partition 6	23,66
Partition 7	24,62,41,63
Partition 8	19,53,27
Partition 9	65,36,51
Partition 10	4,64,37
Partition 11	10,38,58
Partition 12	69,50
Partition 13	47,6,13
Partition 14	32,57,42
Partition 15	3,14
Partition 16	2,33,9
Partition 17	43,5,16
Partition 18	1,17,11
Partition 19	15,52
Partition 20	68,49,46
Partition 21	7,45,0
Partition 22	34,28,29
Partition 23	40,55,56,26
