cut	63
Partition 0	3529,3591,3592
Partition 1	3521,3527,3553,3567
Partition 2	3590,3525,3604,3605
Partition 3	3558,3557,3552
Partition 4	3555,3554,3556
Partition 5	3551,3597,3598
Partition 6	3536,3548,3531
Partition 7	3537,3538,3559,3560
Partition 8	3523,3541,3524
Partition 9	3579,3580,3578,3528
Partition 10	3581,3576,3587
Partition 11	3583,3577,3582
Partition 12	3522,3530,3585,3584,3586
Partition 13	3593,3594,3595
Partition 14	3542,3544,3540,3545
Partition 15	3539,3569,3568,3546
Partition 16	3534,3535,3520
Partition 17	3549,3550,3574
Partition 18	3532,3596,3575
Partition 19	3602,3599,3600,3601
Partition 20	3573,3572,3566,3533
Partition 21	3570,3571,3565
Partition 22	3543,3563,3564
Partition 23	3609,3608,3606,3607
Partition 24	3610,3611,3526,3603
Partition 25	3612,3589,3588
Partition 26	3613,3562,3561,3547
