cut	94
Partition 0	71,59,47
Partition 1	0,69,22,31
Partition 2	30,27,40
Partition 3	48,12,62,61
Partition 4	50,15,39,21
Partition 5	45,44,19,68
Partition 6	55,53,77
Partition 7	3,72,17,18
Partition 8	37,73,74,65
Partition 9	41,57,11,13,63
Partition 10	24,25,14,23
Partition 11	20,66,34
Partition 12	51,42,49
Partition 13	36,35,4,2
Partition 14	54,8,6,52
Partition 15	29,28,26,9
Partition 16	79,1,58,32
Partition 17	16,60,43,38
Partition 18	7,46,75,67
Partition 19	78,56,64,70
Partition 20	5,76,10,33
