cut	59
Partition 0	11,49
Partition 1	10,20
Partition 2	8,14
Partition 3	1,23,37
Partition 4	30,21
Partition 5	38,31
Partition 6	40,6
Partition 7	17,58
Partition 8	44,43,4
Partition 9	28,48
Partition 10	19,54,51
Partition 11	59,39
Partition 12	9,35,24
Partition 13	18,26
Partition 14	45,50
Partition 15	32,33
Partition 16	15,3
Partition 17	12,36
Partition 18	7,25
Partition 19	47,55
Partition 20	0,41,27
Partition 21	2,16,46
Partition 22	13,53,34
Partition 23	57,56
Partition 24	22,42
Partition 25	5,52,29
