cut	124
Partition 0	2191,2193,2194
Partition 1	2192,2189,2190
Partition 2	2200,a_o[1],2199,2184
Partition 3	2198,a_o[0],2197
Partition 4	2185,2186,2196,2195
Partition 5	2116,2117,2118
Partition 6	t_i[1],2121,2122
Partition 7	2073,2119,2180,2181
Partition 8	2064,2125,s_i[0]
Partition 9	s_i[1],2124,2187,2183
Partition 10	2126,2123,2188,2182
Partition 11	2153,2168,2170,2152
Partition 12	m_i[1],2071,2115
Partition 13	2120,2174,2179,2177
Partition 14	2128,2173,2175,2172
Partition 15	2127,2176,2178,2171
Partition 16	2155,2156,2159
Partition 17	m_i[0],2157,2074
Partition 18	2072,2158,2160,t_i[0]
Partition 19	2154,2167,2169
Partition 20	2164,2163,2166
Partition 21	a_i[0],2070,2162,2161,2165
Partition 22	2089,2093,2107
Partition 23	2098,2105,2106
Partition 24	2099,2100,2104
Partition 25	round_i[1],2082,2094,2095
Partition 26	2063,2088,round_i[0],2062
Partition 27	2102,2101,2103
Partition 28	b_i[1],2077,d_i[1],2067
Partition 29	2065,2079,2096,2097
Partition 30	2078,2091,2092
Partition 31	2080,2085,2086,2081
Partition 32	2090,c_i[1],2075,2084
Partition 33	2135,2136,2137
Partition 34	2132,2134,2133
Partition 35	a_i[1],2112,2110
Partition 36	2083,2087,2109,2108
Partition 37	2069,2111,2113,2114
Partition 38	2148,2149,2150
Partition 39	2138,2140,2141
Partition 40	2130,c_i[0],2076,2145,2139
Partition 41	b_i[0],2129,2146,2147
Partition 42	2066,2131,d_i[0],2068
Partition 43	2142,2143,2144,2151
