iteration	t
1	53,63,79,81,97,132,144,172,493,591,634,1593
2	2,54,55,125,171,192,214,216,222,234,274,473,710,3841
3	19,25,39,42,46,57,65,70,76,103,115,155,387,934,1640,3021,7000
4	31,69,70,71,74,77,82,97,103,118,161,339,717
5	145,158,168,186,289,304,344,345,447
6	221,2955,3461,3514,3515,5384
7	1,239,2076,2099,2138,9663,15571
8	533,607,7547
9	55,319
