cut	114
Partition 0	58,56,82,57
Partition 1	51,49,59,50
Partition 2	34,60,61,54
Partition 3	25,27,55,26
Partition 4	23,22,24
Partition 5	21,33,31
Partition 6	20,6,18,17
Partition 7	12,11,9,10
Partition 8	4,47,7,69
Partition 9	83,62,63
Partition 10	81,78,80,79
Partition 11	48,39,86
Partition 12	8,85,88,87
Partition 13	95,14,16
Partition 14	94,90,92,91
Partition 15	41,19,93,89
Partition 16	5,3,2
Partition 17	98,1,15,13
Partition 18	0,99,64
Partition 19	67,65,68,28,66
Partition 20	52,84,53
Partition 21	30,32,29,46
Partition 22	43,96,44,45
Partition 23	42,71,38,40
Partition 24	97,36,35
Partition 25	76,74,77,75
Partition 26	72,73,70,37
