Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	0	18	lc	True	True	True	True	2	2	7	7
4	1	18	lc	True	True	True	True	2	2	7	7
4	2	18	lc	True	True	True	True	2	2	7	7
3	1	18	lc	False	True	True	True	2	2	6	5
3	2	18	lc	False	True	True	True	2	2	6	5
3	3	18	lc	False	True	True	True	2	2	6	5
3	4	18	lc	False	True	True	True	2	2	6	5
3	5	18	lc	False	True	True	True	2	2	6	5
3	6	18	lc	False	True	True	True	2	2	6	5
3	7	18	lc	False	True	True	True	2	2	6	5
3	8	18	lc	False	True	True	True	2	2	6	5
3	9	18	lc	False	True	True	True	2	2	6	5
3	12	18	lc	False	True	True	True	2	2	6	5
3	13	18	lc	False	True	True	True	2	2	6	5
3	14	18	lc	False	True	True	True	2	2	6	5
3	15	18	lc	False	True	True	True	2	2	6	5
3	16	18	lc	False	True	True	True	2	2	6	5
3	17	18	lc	False	True	True	True	2	2	6	5
3	21	18	lc	False	True	True	True	2	2	6	5
3	22	18	lc	False	True	True	True	2	2	6	5
3	23	18	lc	False	True	True	True	2	2	6	5
3	24	18	lc	False	True	True	True	2	2	6	5
3	25	18	lc	False	True	True	True	2	2	6	5
3	26	18	lc	False	True	True	True	2	2	6	5
3	27	18	lc	False	True	True	True	2	2	6	5
3	28	18	lc	False	True	True	True	2	2	6	5
3	30	18	lc	False	True	True	True	2	2	6	5
2	0	18	lc	True	True	True	True	1	1	3	3
2	2	18	lc	True	True	True	True	1	1	3	3
