Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	8	20	lc	True	True	True	True	3	2	5	5
4	9	20	lc	True	True	True	True	3	2	5	5
4	19	20	lc	True	True	True	True	3	2	5	5
4	25	20	lc	True	True	True	True	3	2	5	5
4	26	20	lc	True	True	True	True	3	2	5	5
4	41	20	lc	True	True	True	True	3	2	5	5
4	61	20	lc	True	True	True	True	3	2	5	5
4	74	20	lc	True	True	True	True	3	2	5	5
4	107	20	lc	True	True	True	True	3	2	5	5
4	151	20	lc	True	True	True	True	3	2	5	5
3	1	20	lc	True	True	False	True	3	2	4	4
3	2	20	lc	True	True	False	True	3	2	4	4
3	3	20	lc	True	True	False	True	3	2	4	4
3	4	20	lc	True	True	False	True	3	2	4	4
3	10	20	lc	True	True	False	True	3	2	4	4
3	12	20	lc	True	True	False	True	3	2	4	4
3	13	20	lc	True	True	False	True	3	2	4	4
3	14	20	lc	True	True	False	True	3	2	4	4
3	15	20	lc	True	True	False	True	3	2	4	4
3	19	20	lc	True	True	False	True	3	2	4	4
3	28	20	lc	True	True	False	True	3	2	4	4
3	31	20	lc	True	True	False	True	3	2	4	4
3	36	20	lc	True	True	False	True	3	2	4	4
3	38	20	lc	True	True	False	True	3	2	4	4
3	42	20	lc	True	True	False	True	3	2	4	4
3	43	20	lc	True	True	False	True	3	2	4	4
3	44	20	lc	True	True	False	True	3	2	4	4
3	45	20	lc	True	True	False	True	3	2	4	4
3	48	20	lc	True	True	False	True	3	2	4	4
3	52	20	lc	True	True	False	True	3	2	4	4
3	53	20	lc	True	True	False	True	3	2	4	4
3	60	20	lc	True	True	False	True	3	2	4	4
3	63	20	lc	True	True	False	True	3	2	4	4
3	66	20	lc	True	True	False	True	3	2	4	4
3	69	20	lc	True	True	False	True	3	2	4	4
3	75	20	lc	True	True	False	True	3	2	4	4
3	78	20	lc	True	True	False	True	3	2	4	4
3	79	20	lc	True	True	False	True	3	2	4	4
3	80	20	lc	True	True	False	True	3	2	4	4
3	83	20	lc	True	True	False	True	3	2	4	4
3	88	20	lc	True	True	False	True	3	2	4	4
3	92	20	lc	True	True	False	True	3	2	4	4
3	102	20	lc	True	True	False	True	3	2	4	4
3	106	20	lc	True	True	False	True	3	2	4	4
5	0	20	lc	True	True	True	True	3	3	6	6
5	7	20	lc	True	True	True	True	3	3	6	6
4	0	20	hc	True	True	True	True	3	3	5	5
4	1	20	hc	True	True	True	True	3	3	5	5
4	5	20	hc	True	True	True	True	3	3	5	5
4	7	20	hc	True	True	True	True	3	3	5	5
4	18	20	hc	True	True	True	True	3	3	5	5
4	20	20	hc	True	True	True	True	3	3	5	5
4	21	20	hc	True	True	True	True	3	3	5	5
4	32	20	hc	True	True	True	True	3	3	5	5
4	50	20	hc	True	True	True	True	3	3	5	5
4	51	20	hc	True	True	True	True	3	3	5	5
4	86	20	hc	True	True	True	True	3	3	5	5
4	104	20	hc	True	True	True	True	3	3	5	5
4	111	20	hc	True	True	True	True	3	3	5	5
4	121	20	hc	True	True	True	True	3	3	5	5
4	183	20	hc	True	True	True	True	3	3	5	5
3	3	20	hc	False	True	False	True	3	2	4	4
3	15	20	hc	False	True	False	True	3	2	4	4
3	42	20	hc	False	True	False	True	3	2	4	4
3	43	20	hc	False	True	False	True	3	2	4	4
3	44	20	hc	False	True	False	True	3	2	4	4
3	45	20	hc	False	True	False	True	3	2	4	4
3	52	20	hc	False	True	False	True	3	2	4	4
3	53	20	hc	False	True	False	True	3	2	4	4
3	78	20	hc	False	True	False	True	3	2	4	4
3	79	20	hc	False	True	False	True	3	2	4	4
3	80	20	hc	False	True	False	True	3	2	4	4
3	83	20	hc	False	True	False	True	3	2	4	4
5	0	20	hc	True	True	True	True	3	3	6	6
