cut	92
Partition 0	76,44,74
Partition 1	40,63,59
Partition 2	31,12,35,98
Partition 3	19,62,93
Partition 4	6,49,33,53
Partition 5	22,80,61
Partition 6	97,8,41,16
Partition 7	3,5,27,72
Partition 8	57,90,52
Partition 9	2,66,95
Partition 10	0,46,36
Partition 11	81,42,9,83
Partition 12	18,20,48
Partition 13	13,78,84,96
Partition 14	89,23,79
Partition 15	65,39,43
Partition 16	34,32,73,56
Partition 17	58,75,47
Partition 18	14,29,54,87
Partition 19	10,26,68
Partition 20	45,1,94,69,77
Partition 21	30,67,71
Partition 22	15,85,99,64
Partition 23	11,50,37
Partition 24	4,17,86
Partition 25	92,70,88
Partition 26	25,7,38,51
Partition 27	24,60,55,82
Partition 28	21,28,91
