cut	44
Partition 0	19,44,72
Partition 1	6,18,20
Partition 2	48,73,75
Partition 3	27,42,57
Partition 4	8,17,31,63
Partition 5	74,78,12
Partition 6	11,23,30
Partition 7	13,25,29
Partition 8	37,39,26
Partition 9	60,62,67
Partition 10	9,36,47
Partition 11	52,28,64
Partition 12	46,50,51
Partition 13	0,66,49
Partition 14	33,38,79
Partition 15	54,56,69
Partition 16	3,22,61
Partition 17	1,4,10,21
Partition 18	34,43,45
Partition 19	14,15,16,35
Partition 20	55,68,77,59
Partition 21	2,70,58
Partition 22	24,40,71
Partition 23	5,53,65
Partition 24	7,32,76,41
