cut	55
Partition 0	67,71,80
Partition 1	5,18,48
Partition 2	23,76,83,87
Partition 3	0,69,88
Partition 4	31,10,49,92
Partition 5	1,35,73,59
Partition 6	79,19,53,64
Partition 7	22,42,55
Partition 8	17,45,54,94
Partition 9	61,75,58
Partition 10	9,30,68,99
Partition 11	3,4,41,44
Partition 12	91,66,84
Partition 13	26,56,82
Partition 14	95,74,77
Partition 15	13,38,46,81
Partition 16	8,28,32
Partition 17	33,39,85
Partition 18	60,50,97
Partition 19	70,96
Partition 20	6,29,86
Partition 21	34,52,89
Partition 22	11,16,62
Partition 23	2,15,63,37
Partition 24	24,57,65,78
Partition 25	20,90,98
Partition 26	14,7,12
Partition 27	21,40,43
Partition 28	47,72,93
Partition 29	25,27,36,51
