cut	46
Partition 0	3527,3528,3529
Partition 1	3523,3573,3574,3572
Partition 2	3530,3531,3543,3542
Partition 3	3566,3567,3525,3579
Partition 4	3580,3556,3557,3544
Partition 5	3536,3537,3538
Partition 6	3521,3532,3587,3539
Partition 7	3591,3589,3590,3588
Partition 8	3522,3541,3540,3533
Partition 9	3524,3534,3551,3552,3535
Partition 10	3555,3562,3561,3563
Partition 11	3553,3554,3560,3558
Partition 12	3550,3545,3546,3564
Partition 13	3576,3577,3578,3581
Partition 14	3547,3548,3549,3582
Partition 15	3575,3585,3584,3583
Partition 16	3568,3569,3570,3571
Partition 17	3598,3597,3595,3596
Partition 18	3593,3586,3594,3520
Partition 19	3592,3559,3526,3565
