cut	44
Partition 0	24,29,32,43
Partition 1	9,51,55,58,61
Partition 2	8,42,49,64,70
Partition 3	2,18,19,27,73
Partition 4	23,71,67,80,40
Partition 5	45,56,65,75
Partition 6	21,30,38,62,72
Partition 7	6,12,33,41
Partition 8	0,15,26,63,78,34
Partition 9	36,44,54,88,89
Partition 10	20,35,47,52
Partition 11	66,77,85,87
Partition 12	17,37,79,86
Partition 13	1,3,4,48,83
Partition 14	16,25,57,82
Partition 15	14,50,59,81
Partition 16	28,69,74,84
Partition 17	5,11,7,39
Partition 18	10,22,31,68,76
Partition 19	13,46,60,53
