iteration	t
1	4,23,32,38,117,145,166,1034,4335,4354,4433,4501
2	4,12,45,47,96,208,305,1542,1801,2827,2847,4289,4302,7868,8312
3	21,23,26,29,35,194,215,803,3098,4559,8159,8430,8642
4	3,9,20,62,66,85,146,184,310,337,2853,2984,3229,3272,3382,3602,3611,4144
5	19,34,46,89,160,236,243,257,531,2076,2821,4239
6	60,67,3705,3718,4565
7	2,26,36,1253
8	52,83,213,1280
9	3,19
10	19
