cut	49
Partition 0	18,19,80
Partition 1	23,27,42,40
Partition 2	2,30,71,73
Partition 3	8,49,64,70
Partition 4	45,56,65,75
Partition 5	21,38,62
Partition 6	67,24,55
Partition 7	29,32,43
Partition 8	9,51,58,61
Partition 9	12,36,89
Partition 10	44,54,72,88
Partition 11	0,63,78
Partition 12	15,33,41,34
Partition 13	17,37,79
Partition 14	1,4,48,57
Partition 15	3,25,83,86
Partition 16	16,35,82
Partition 17	66,77,85
Partition 18	20,47,52,87
Partition 19	6,26,84
Partition 20	50,59,81
Partition 21	28,69,74
Partition 22	5,7,14,39
Partition 23	13,76,53
Partition 24	11,22,60
Partition 25	10,31,46,68
