cut	53
Partition 0	20,35,75
Partition 1	3,17,21,46
Partition 2	6,38,91,37
Partition 3	26,34,50,69
Partition 4	2,5,18,71
Partition 5	22,48,52,72
Partition 6	36,56,63,79
Partition 7	4,25,70,76
Partition 8	28,58,87,68
Partition 9	33,51,61
Partition 10	29,49,66,84
Partition 11	54,78,89,98
Partition 12	67,83,86,96
Partition 13	14,16,57,23
Partition 14	0,19,31,65,92
Partition 15	12,13,64,77
Partition 16	44,93,94
Partition 17	1,10,45,62
Partition 18	41,47,82,90
Partition 19	9,15,30,43
Partition 20	32,53,85
Partition 21	24,11,39,73
Partition 22	8,40,88,42
Partition 23	7,27,59,99
Partition 24	55,74,81,97
Partition 25	95,60,80
