cut	83
Partition 0	3576,3621
Partition 1	3574,3575,3566
Partition 2	3624,3623,3622
Partition 3	3620,3618,3619
Partition 4	3554,3555
Partition 5	3556,3557,3613
Partition 6	3532,3586,3585
Partition 7	3584,3616,3617
Partition 8	3573,3571,3572
Partition 9	3558,3568,3569
Partition 10	3567,3562,3563
Partition 11	3559,3560,3561
Partition 12	3527,3525,3589
Partition 13	3526,3535,3528
Partition 14	3570,3520,3553
Partition 15	3541,3537,3538,3550
Partition 16	3533,3536,3551,3552
Partition 17	3603,3604,3605
Partition 18	3583,3594,3595
Partition 19	3596,3597,3598
Partition 20	3601,3534,3602
Partition 21	3546,3548,3549
Partition 22	3545,3524,3544
Partition 23	3540,3581,3582
Partition 24	3587,3591,3588
Partition 25	3590,3592,3593
Partition 26	3614,3607,3615
Partition 27	3529,3606,3522
Partition 28	3542,3543,3608
Partition 29	3612,3610,3611
Partition 30	3577,3565,3564
Partition 31	3523,3600,3580
Partition 32	3521,3539,3547
Partition 33	3531,3530,3599
Partition 34	3578,3579,3609
