cut	40
Partition 0	29,65
Partition 1	12,55
Partition 2	10,25,63
Partition 3	26,48
Partition 4	18,40,69
Partition 5	47,56
Partition 6	14,61
Partition 7	17,32
Partition 8	22,23,62
Partition 9	4,19,68
Partition 10	39,42,67
Partition 11	27,57
Partition 12	21,46,33
Partition 13	31,60
Partition 14	6,28,64
Partition 15	3,5,9
Partition 16	2,30,35,66
Partition 17	1,36,51
Partition 18	43,50
Partition 19	0,11,44,58
Partition 20	8,15
Partition 21	16,20,24
Partition 22	34,49,59
Partition 23	13,54
Partition 24	45,53
Partition 25	7,37,52
Partition 26	38,41
