cut	46
Partition 0	62,68,50,58
Partition 1	6,2,48,30
Partition 2	82,42,65,86
Partition 3	4,49,63,51
Partition 4	9,54,12,20
Partition 5	3,10,5
Partition 6	1,55,45,72,28
Partition 7	66,8,37,40
Partition 8	0,21,79,29
Partition 9	19,60,23,27,13,88
Partition 10	44,76,47,53
Partition 11	18,81,61,70
Partition 12	11,52,38,83
Partition 13	15,59,24,56,69
Partition 14	17,43,73,78
Partition 15	32,64,35,71,36
Partition 16	16,14,85,46
Partition 17	87,7,31,80
Partition 18	67,39,25,77
Partition 19	33,22,41,34,74
Partition 20	26,75,57,84,89
