cut	49
Partition 0	3,4,86
Partition 1	16,25,82
Partition 2	1,48,57,83
Partition 3	17,37,79
Partition 4	20,35,47,52
Partition 5	66,77,85,87
Partition 6	39,69
Partition 7	50,59,81
Partition 8	28,74,84
Partition 9	11,22,31
Partition 10	10,60,68,76
Partition 11	13,53
Partition 12	5,7,46,14
Partition 13	67,24,32
Partition 14	29,43,61
Partition 15	9,51,55,58
Partition 16	21,30,38
Partition 17	18,19,62
Partition 18	23,73,40
Partition 19	2,27,42,71,80
Partition 20	8,49,64,70
Partition 21	44,65,88
Partition 22	45,56,75
Partition 23	6,15,34
Partition 24	0,12,26,63
Partition 25	78,33,41
Partition 26	36,54,72,89
