cut	93
Partition 0	20,19,22,21
Partition 1	38,39,71,40
Partition 2	34,36,35,37
Partition 3	24,26,25,23
Partition 4	89,27,91
Partition 5	88,90,92
Partition 6	81,94,93
Partition 7	0,1,99,2
Partition 8	97,98,95,96
Partition 9	72,75,73,74
Partition 10	76,77,78,79
Partition 11	82,80,18
Partition 12	86,85,87,83,84
Partition 13	32,30,31
Partition 14	28,29,55
Partition 15	56,57,58,59
Partition 16	69,70,68
Partition 17	64,66,65,67
Partition 18	62,60,61,63
Partition 19	51,53,52,54
Partition 20	44,43,41,42
Partition 21	45,47,46
Partition 22	33,49,48,50
Partition 23	3,5,4
Partition 24	7,6,8,9
Partition 25	14,15,16,17
Partition 26	10,11,12,13
