cut	104
Partition 0	72,73,71
Partition 1	15,67,68,66
Partition 2	65,69,70
Partition 3	18,16,17,19
Partition 4	13,12,14
Partition 5	77,75,84
Partition 6	76,74,24,26
Partition 7	78,81,79,80
Partition 8	41,48,46
Partition 9	42,43,45,44
Partition 10	3,2,4
Partition 11	5,6,7,9
Partition 12	96,97,94,95
Partition 13	0,1,99,98
Partition 14	25,55,54
Partition 15	61,59,60
Partition 16	56,58,85,57
Partition 17	64,63,62
Partition 18	83,49,82,47
Partition 19	8,10,11
Partition 20	50,93,52,53,51
Partition 21	22,20,21,23
Partition 22	29,27,28
Partition 23	30,31,33,32
Partition 24	87,88,86
Partition 25	91,92,90,89
Partition 26	39,40,38
Partition 27	35,34,36,37
