iteration	t
1	136,140,193,330,345,352,358,625,778,945,1210,1366,1425,1426,1467,1482,1518,1784,1812,3745,4188,4367
2	36,67,68,69,88,112,147,839,997,1047,3114,3160
3	127,208,349,352,380,381,711,1034,1036,1151,1254,1576,3485,3514,3521,3540,3561,6748
4	326,446,516,614,708,728,763,767,781,790,813,828,944,2093,2110,2159,2190,2261,2602,2648,2705,2933,2998,3038,3103
5	66,103,107,128,142,151,153,259,263,266,342,368,386,392,398,425,452,545,623,641,667,695,890
6	17,27,64,99,103,252,610,733
7	13,27,39,134,401
8	1,83,255,633,849,1245,3188,3261,4078,4794,5773
9	34,44,118,274,2070,2364,3779,7060,9202
