cut	48
Partition 0	9,58,60,62
Partition 1	13,67,72,80
Partition 2	11,38,88
Partition 3	5,29,85
Partition 4	25,53,86,69
Partition 5	15,19,66,78
Partition 6	24,74,82
Partition 7	4,27,32,59
Partition 8	40,63,65,87
Partition 9	20,34,49
Partition 10	22,8,18,54
Partition 11	21,48,55,73
Partition 12	7,26,41
Partition 13	30,31,44
Partition 14	0,47,70,83
Partition 15	17,36,39
Partition 16	28,42,81
Partition 17	45,14,57
Partition 18	33,61,64,71
Partition 19	10,37,51
Partition 20	1,52,79
Partition 21	6,23,3,68
Partition 22	2,46,75,84,50
Partition 23	12,43,76
Partition 24	16,89,35,56,77
