cut	73
Partition 0	31,32,61
Partition 1	77,44,70,78
Partition 2	73,28,54,59
Partition 3	43,51,4
Partition 4	19,49,84,30
Partition 5	89,71,66,80
Partition 6	1,63,65,58
Partition 7	26,42,79
Partition 8	0,88,86,95
Partition 9	36,48,96
Partition 10	3,47,83,94
Partition 11	10,69,17
Partition 12	9,64,14,62,57
Partition 13	25,81,74
Partition 14	90,33,50,39
Partition 15	35,56,82,93
Partition 16	45,22,12
Partition 17	13,37,85,87
Partition 18	97,46,23
Partition 19	34,55,99,67,6
Partition 20	91,76,16
Partition 21	18,38,53,52
Partition 22	29,72,92,98
Partition 23	7,40,27
Partition 24	2,75,15,41
Partition 25	68,24,21,60
Partition 26	5,8,11,20
