cut	27
Partition 0	9,15
Partition 1	47,18
Partition 2	49,48
Partition 3	59,40
Partition 4	0,54
Partition 5	8,7,52
Partition 6	34,35
Partition 7	53,56,55
Partition 8	23,37,36
Partition 9	17,21
Partition 10	33,32
Partition 11	6,16
Partition 12	1,2,5
Partition 13	51,45
Partition 14	12,11
Partition 15	13,14
Partition 16	24,25
Partition 17	28,27,22
Partition 18	58,26
Partition 19	43,44
Partition 20	20,19,46
Partition 21	50,39,38
Partition 22	4,3,10
Partition 23	41,42
Partition 24	29,57
Partition 25	30,31
