Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
4	0	22	lc	True	True	True	True	2	2	6	6
4	1	22	lc	True	True	True	True	2	2	6	6
4	3	22	lc	True	True	True	True	2	2	6	6
4	5	22	lc	True	True	True	True	2	2	6	6
4	6	22	lc	True	True	True	True	2	2	6	6
4	7	22	lc	True	True	True	True	2	2	6	6
4	8	22	lc	True	True	True	True	2	2	6	6
4	9	22	lc	True	True	True	True	2	2	6	6
4	10	22	lc	True	True	True	True	2	2	6	6
4	16	22	lc	True	True	True	True	2	2	6	6
4	17	22	lc	True	True	True	True	2	2	6	6
4	20	22	lc	True	True	True	True	2	2	6	6
4	21	22	lc	True	True	True	True	2	2	6	6
4	25	22	lc	True	True	True	True	2	2	6	6
4	26	22	lc	True	True	True	True	2	2	6	6
4	38	22	lc	True	True	True	True	2	2	6	6
4	45	22	lc	True	True	True	True	2	2	6	6
4	46	22	lc	True	True	True	True	2	2	6	6
4	51	22	lc	True	True	True	True	2	2	6	6
4	66	22	lc	True	True	True	True	2	2	6	6
4	87	22	lc	True	True	True	True	2	2	6	6
3	1	22	lc	True	True	False	True	2	2	5	5
3	5	22	lc	True	True	False	True	2	2	5	5
3	6	22	lc	True	True	False	True	2	2	5	5
3	8	22	lc	True	True	False	True	2	2	5	5
3	9	22	lc	True	True	False	True	2	2	5	5
5	38	22	lc	True	True	False	True	3	2	8	8
5	98	22	lc	True	True	False	True	3	2	8	8
5	104	22	lc	True	True	False	True	3	2	8	8
