iteration	t
1	15,17,20,24,79,82,85,90,91,103,108,109,122,144,160,1674
2	1284,1428,1429,1434,1458,1460,1497,1503,1510,1520,2071,2136,4817
3	63,171,388,469,473,476,477,479,507,541,559,564,575,634,2905,3089,3388,3485,3668,3692,5007,5668,6337,6366,6464,6513
4	10,30,42,47,54,57,72,128,582,586,703,730,738,1326
5	179,270,301,308,754,1032,1052,1129,1136,1137,1140,1653,5377,5440,5490,5537
6	28,57,114,195,511,1738
7	47,56,153,1089,2137,2292,2462,2509,2959,3000,3026,3087,3100
8	30,58,66,85,213,531,597,1209
9	9,28,35,42,47,114,1262,1469,1728
