cut	79
Partition 0	7546,7527
Partition 1	7547,7548,7579
Partition 2	7493,7521
Partition 3	7549,7526,7497
Partition 4	7509,7510
Partition 5	7574,7575,7580
Partition 6	7576,7496
Partition 7	7523,7524,7525,7534
Partition 8	7577,7578,7522
Partition 9	7540,7541,7581
Partition 10	7503,7569
Partition 11	7505,7508,7533
Partition 12	7491,7511
Partition 13	7500,7502,7504
Partition 14	7519,7518
Partition 15	7513,7516,7517
Partition 16	7520,7536,7535
Partition 17	7512,7565,7499
Partition 18	7501,7498,7545
Partition 19	7588,7587
Partition 20	7595,7594,7589
Partition 21	7591,7592,7593
Partition 22	7538,7539
Partition 23	7494,7537,7555
Partition 24	7573,7590
Partition 25	7562,7564,7563
Partition 26	7550,7559
Partition 27	7557,7556,7558
Partition 28	7571,7568,7570,7572
Partition 29	7551,7552,7495
Partition 30	7507,7560,7561
Partition 31	7582,7585,7584
Partition 32	7553,7554
Partition 33	7566,7567,7586
Partition 34	7542,7544,7543
Partition 35	7514,7515,7583
Partition 36	7531,7532
Partition 37	7492,7529,7530
Partition 38	7490,7506,7528
