Npart	Sol	Nodes	Constraint	Valid Motif_METIS	Valid Motif_Optimized	Cycle Free_METIS	Cycle Free_Optimized	T_Metis	T_Optimized	cut_Metis	cut_Optimized
8	8	31	lc	True	True	False	True	4	5	14	14
4	0	31	lc	True	True	True	True	2	2	7	7
4	1	31	lc	True	True	True	True	2	2	7	7
4	2	31	lc	True	True	True	True	2	2	7	7
4	3	31	lc	True	True	True	True	2	2	7	7
4	4	31	lc	True	True	True	True	2	2	7	7
4	5	31	lc	True	True	True	True	2	2	7	7
4	6	31	lc	True	True	True	True	2	2	7	7
4	7	31	lc	True	True	True	True	2	2	7	7
4	8	31	lc	True	True	True	True	2	2	7	7
4	9	31	lc	True	True	True	True	2	2	7	7
4	10	31	lc	True	True	True	True	2	2	7	7
5	6	31	lc	False	True	False	True	4	2	10	8
