cut	68
Partition 0	3563,3565,3566
Partition 1	3525,3529,3535,3567
Partition 2	3571,3570,3568,3569
Partition 3	3521,3530,3549
Partition 4	3531,3550,3551,3532
Partition 5	3538,3539,3540,3548
Partition 6	3573,3536,3537,3572
Partition 7	3546,3547,3544
Partition 8	3545,3543,3523,3592
Partition 9	3562,3541,3542,3561
Partition 10	3586,3587,3534
Partition 11	3605,3526,3554
Partition 12	3559,3533,3560
Partition 13	3581,3582,3580,3578,3579
Partition 14	3601,3600,3599
Partition 15	3594,3593,3595
Partition 16	3596,3527,3597,3598
Partition 17	3591,3575,3553
Partition 18	3555,3556,3564,3558
Partition 19	3528,3576,3577
Partition 20	3584,3583,3524,3552,3557
Partition 21	3611,3612,3613
Partition 22	3603,3604,3607,3606
Partition 23	3614,3615,3609,3608
Partition 24	3621,3574,3620
Partition 25	3617,3619,3616,3618
Partition 26	3585,3589,3590,3588
Partition 27	3520,3602,3610,3522
