cut	111
Partition 1	2135,2136
Partition 2	2131,2132
Partition 3	2133,2134
Partition 4	2066,2076
Partition 5	2142,2143
Partition 6	2129,2068
Partition 7	2130,2138,2139,2140,2141
Partition 8	2144,2151
Partition 9	2149,2150
Partition 10	2145,2148
Partition 11	2146,2147
Partition 12	2082,2083
Partition 13	2062
Partition 14	2063,2088,2089
Partition 15	2099,2100
Partition 16	2077,2067
Partition 17	2090,2092
Partition 18	2078,2091
Partition 19	2065,2079
Partition 20	2096,2097,2075
Partition 21	2080,2081,2085,2084,2086
Partition 22	2112,2113,2110
Partition 23	2069,2111
Partition 24	2093,2107
Partition 25	2087,2109,2108
Partition 26	2103,2104
Partition 27	2102,2101
Partition 28	2094,2095
Partition 29	2098,2105,2106
Partition 30	2156,2157,2074
Partition 31	2072
Partition 32	2158,2160
Partition 33	2162,2165
Partition 34	2155,2159
Partition 35	2164,2166
Partition 36	2070,2161,2163
Partition 37	2170,2174,2175,2172
Partition 38	2127,2128
Partition 39	2114,2071,2115
Partition 40	2173,2177
Partition 41	2167,2168,2171
Partition 42	2137,2153,2152
Partition 43	2176,2178
Partition 44	2169,2154
Partition 45	2194
Partition 46	2191,2190
Partition 47	2192,2193
Partition 48	2185,2199,2200,2184
Partition 49	2124,2183
Partition 50	2196,2197,2198
Partition 51	2186,2195
Partition 52	2189,2188
Partition 53	2064,2125,2126
Partition 54	2180
Partition 55	2187,2182,2179,2181
Partition 56	2121,2122,2123
Partition 57	2120
Partition 58	2118,2073,2119
Partition 59	2116,2117
