cut	56
Partition 0	3560,3557,3558,3559
Partition 1	3563,3522,3555,3556,3589
Partition 2	3596,3577,3586,3598,3597
Partition 3	3553,3554,3581,3579,3580
Partition 4	3538,3582,3584,3583,3585
Partition 5	3523,3532,3587,3588
Partition 6	3567,3566,3565,3544,3545
Partition 7	3526,3590,3595,3528,3530
Partition 8	3594,3535,3576,3593,3592,3591
Partition 9	3537,3539,3540,3536,3531
Partition 10	3578,3606,3603,3607,3611
Partition 11	3527,3533,3602,3601,3600
Partition 12	3520,3614,3599,3616,3615
Partition 13	3618,3575,3617,3574,3573
Partition 14	3534,3521,3612,3546,3547
Partition 15	3525,3529,3541,3542,3543
Partition 16	3564,3569,3568,3570,3571
Partition 17	3608,3605,3604,3524,3613
Partition 18	3548,3551,3552,3549,3550
Partition 19	3609,3610,3561,3562,3572
