cut	54
Partition 0	7,38,71
Partition 1	12,24,41,46
Partition 2	5,75,39,74
Partition 3	3,22,36,54
Partition 4	52,26,51,81
Partition 5	18,43,55
Partition 6	40,88,80,79,0
Partition 7	8,25,27,76
Partition 8	1,85,69,29
Partition 9	89,19,15,58
Partition 10	28,17,86,64
Partition 11	23,77,14,84
Partition 12	21,47,62
Partition 13	2,20,35,83
Partition 14	11,34,70,60
Partition 15	50,6,37,63
Partition 16	13,73,59,68
Partition 17	9,10,30
Partition 18	4,72,82
Partition 19	16,31,32,65,61
Partition 20	44,66,87,57,67
Partition 21	53,42,45
Partition 22	48,33,78,49,56
