cut	50
Partition 0	12,48,29
Partition 1	2,14,67
Partition 2	50,52,56
Partition 3	45,51,79
Partition 4	64,74
Partition 5	77,58,72
Partition 6	4,16,22
Partition 7	0,20,27,32
Partition 8	30,36,71,80
Partition 9	6,10,23
Partition 10	1,13,21,40
Partition 11	5,49,43
Partition 12	26,42,73,61
Partition 13	11,46,70
Partition 14	83,63,84
Partition 15	18,33,39,62
Partition 16	25,31,59
Partition 17	8,44,54,89
Partition 18	19,81,88
Partition 19	15,35,53,69
Partition 20	17,28,85,57
Partition 21	24,60,86
Partition 22	9,68,82
Partition 23	34,37,38
Partition 24	7,65,75,78
Partition 25	3,47,55,87
Partition 26	41,76,66
