iteration	t
1	167,206,232,523,3028,3201,3554,4427,4712,7866,8831
2	1,10,73,75,100,381,873,988,4903
3	5,10,42,124,255,304,772,1055,1570,1688,2355,2486
4	84,95,101,103,237,1421,1591,2723,2967,4995,5093,5708
5	89,136,245,372,377,392,688,1405,2107,3330
6	32,48
7	1,22,52,288,374,448,831
8	1,1797,2458,6394
9	72,324,7885
