cut	117
Partition 0	48,39,86
Partition 1	83,62,61
Partition 2	8,85,88,87
Partition 3	11,34,60
Partition 4	7,12,9,10
Partition 5	4,20,6,51
Partition 6	47,69,49,50
Partition 7	81,82,57
Partition 8	18,17,63
Partition 9	78,80,79
Partition 10	55,56,54
Partition 11	25,27,24,26
Partition 12	22,33,31
Partition 13	58,59,21,23
Partition 14	19,95,14
Partition 15	93,89,91
Partition 16	94,90,92
Partition 17	67,5,68
Partition 18	65,28,66
Partition 19	3,41,2
Partition 20	42,16,96,38,40
Partition 21	84,71,70
Partition 22	64,52,53
Partition 23	43,44,45
Partition 24	30,32,29,46
Partition 25	1,15,13
Partition 26	0,99,98,97
Partition 27	36,72,37,35
Partition 28	76,74,77,73,75
