iteration	t
1	6,45,853,885,927,933,941,1949,2001,3549
2	5,131,145,213,216,247,757,3124
3	63,116,123,227,377,407,427,452,871,960,1108,1109,1124,1189,1200
4	18,50,117,134,147,152,196,227,1648,2189,2308,5751
5	15,21,37,62,65,72,87,126,1293,2220,2652
6	35,567,1237,1266,1938
7	8,353
8	7,20,45
9	3,8,283,287,295,316,689
