cut	73
Partition 0	45,81,74
Partition 1	0,88,42,79
Partition 2	62,57,86,95
Partition 3	9,64,14,94
Partition 4	10,69,26,17
Partition 5	1,63,65,3,58
Partition 6	19,84,30
Partition 7	31,32,44,49
Partition 8	89,77,61,70
Partition 9	28,43,51,4
Partition 10	47,73,54,59
Partition 11	36,48,83,96
Partition 12	71,66,80
Partition 13	34,39,55,99
Partition 14	97,46,23,78
Partition 15	20,22,12,37
Partition 16	13,90,33,50
Partition 17	67,6,85,87
Partition 18	76,16,38,29
Partition 19	18,25,53,52
Partition 20	72,92,41,98
Partition 21	7,40,91,27
Partition 22	5,8,11,68
Partition 23	2,75,15,35
Partition 24	24,21,60,56,82,93
