cut	34
Partition 0	9,29,25
Partition 1	34,48,35
Partition 2	46,45,47
Partition 3	2,1,26
Partition 4	27,28,56
Partition 5	61,32,31,60
Partition 6	22,53,52
Partition 7	3,24,23
Partition 8	7,8,30
Partition 9	67,69,68
Partition 10	21,36,37
Partition 11	74,4,20,19
Partition 12	14,13,12
Partition 13	0,55,63,57
Partition 14	64,66,54
Partition 15	62,33,75
Partition 16	18,15,16,17
Partition 17	49,73,72,65
Partition 18	41,59,58
Partition 19	11,10,40
Partition 20	43,39,42
Partition 21	76,77
Partition 22	71,79,78
Partition 23	44,38,70
Partition 24	6,5,51,50
