cut	97
Partition 0	76,75,77
Partition 1	70,69,71
Partition 2	74,73,72
Partition 3	41,39,43
Partition 4	11,67,68
Partition 5	46,44,45
Partition 6	9,78,40,42
Partition 7	6,5,7
Partition 8	0,89,88
Partition 9	1,2,4,8
Partition 10	3,12,10
Partition 11	13,14,15
Partition 12	16,17,18
Partition 13	22,19,20,21
Partition 14	60,58,59
Partition 15	65,66,64
Partition 16	61,62,63
Partition 17	48,49,47
Partition 18	51,50,52
Partition 19	80,79,53
Partition 20	57,55,56,54
Partition 21	29,31,30
Partition 22	32,34,33
Partition 23	37,35,36
Partition 24	85,86,87
Partition 25	81,84,82,83
Partition 26	24,23,25
Partition 27	26,27,28,38
