cut	48
Partition 0	30,35
Partition 1	3,50,68
Partition 2	24,61,44
Partition 3	19,18,47
Partition 4	25,40,75
Partition 5	37,32,72
Partition 6	16,48,65
Partition 7	67,52,38
Partition 8	5,46,15
Partition 9	7,77,31
Partition 10	2,73,76
Partition 11	56,71
Partition 12	27,17,0,21
Partition 13	9,53
Partition 14	59,42,12
Partition 15	69,14,33
Partition 16	1,57,78
Partition 17	4,23,43
Partition 18	6,54,8,74
Partition 19	26,36,70
Partition 20	13,55,29
Partition 21	34,62,11
Partition 22	60,41,58
Partition 23	20,45,39
Partition 24	66,63,79
Partition 25	51,22,28
Partition 26	49,10,64
