cut	49
Partition 0	3583,3582,3581
Partition 1	3584,3585,3595,3594
Partition 2	3590,3591,3592,3593
Partition 3	3525,3554,3580,3523
Partition 4	3586,3589,3587,3588
Partition 5	3565,3526,3566,3567
Partition 6	3563,3568,3564,3569
Partition 7	3536,3537,3538,3548
Partition 8	3561,3562,3522,3527
Partition 9	3521,3540,3528,3539,3541
Partition 10	3576,3570,3575,3574,3520
Partition 11	3599,3598,3596,3597
Partition 12	3532,3530,3529
Partition 13	3549,3552,3551,3550
Partition 14	3533,3534,3535,3553
Partition 15	3544,3547,3558,3546
Partition 16	3543,3579,3578,3577
Partition 17	3556,3555,3573,3557
Partition 18	3542,3545,3572,3571
Partition 19	3531,3559,3524,3560
