cut	33
Partition 0	0,33,44,76
Partition 1	2,15,65
Partition 2	1,18,34
Partition 3	11,55,66
Partition 4	35,48,61
Partition 5	29,32,73
Partition 6	4,6,51
Partition 7	26,63,74,77,78
Partition 8	14,57,64,67
Partition 9	9,17,68
Partition 10	21,49,58
Partition 11	13,42,52
Partition 12	3,24,54
Partition 13	38,39,8
Partition 14	22,31,79
Partition 15	60,69,75
Partition 16	47,20,30,50
Partition 17	7,12,43
Partition 18	16,25,37
Partition 19	5,36,40,53,72
Partition 20	10,23,45,59
Partition 21	19,27,28,62,71
Partition 22	41,46,56,70
