cut	116
Partition 0	38,54,52
Partition 1	71,45,33
Partition 2	30,32,36
Partition 3	50,27,73
Partition 4	0,11,51,20
Partition 5	69,8,25
Partition 6	85,17,67,68
Partition 7	70,75,39
Partition 8	47,46
Partition 9	83,34,7
Partition 10	76,10,58
Partition 11	72,9,86
Partition 12	15,88,87
Partition 13	64,26,22
Partition 14	74,66,12
Partition 15	40,3,63
Partition 16	57,80,56
Partition 17	13,77,18
Partition 18	84,21,59
Partition 19	19,61,60
Partition 20	49,62,55,23
Partition 21	42,44,31
Partition 22	29,14,81
Partition 23	1,24,28
Partition 24	2,16,48
Partition 25	89,5,6
Partition 26	53,35,82
Partition 27	79,65,78
Partition 28	4,37,43,41
