cut	32
Partition 0	29,28,27
Partition 1	16,15,14
Partition 2	18,10,17,23
Partition 3	67,66,68
Partition 4	65,64
Partition 5	33,80,79
Partition 6	35,57,34
Partition 7	60,59,43
Partition 8	12,13
Partition 9	51,50,83
Partition 10	5,7,6
Partition 11	3,4,11
Partition 12	47,46,45
Partition 13	44,82,81
Partition 14	53,54,85
Partition 15	87,86,84
Partition 16	88,52,89
Partition 17	36,37,61
Partition 18	24,25,62
Partition 19	78,39,38
Partition 20	77,26,76,75
Partition 21	1,74,48
Partition 22	0,73,72
Partition 23	69,70,71
Partition 24	2,32,31,30
Partition 25	8,9,58
Partition 26	56,55,63
Partition 27	22,21,40,41
Partition 28	19,20,42,49
