cut	116
Partition 0	18,17,30
Partition 1	81,78,80,79
Partition 2	71,38,40,82
Partition 3	59,55,54
Partition 4	58,56,57
Partition 5	21,23,22
Partition 6	25,27,24,26
Partition 7	62,63,61
Partition 8	8,85,88,83
Partition 9	48,87,39,86
Partition 10	4,47,69
Partition 11	20,51,49,50
Partition 12	11,34,60
Partition 13	7,12,6,9,10
Partition 14	36,37,35
Partition 15	74,72,70
Partition 16	76,77,73,75
Partition 17	64,33,31
Partition 18	65,84,28,66
Partition 19	32,29,46
Partition 20	52,43,44,45,53
Partition 21	41,19,14
Partition 22	93,95,94
Partition 23	90,89,92,91
Partition 24	98,1,15,13
Partition 25	5,3,2
Partition 26	67,16,68,96
Partition 27	0,99,42,97
