path	1
T	5
cut	15
Partition 0	6,23,28,78,27,33
Partition 1	43,60,71,70
Partition 2	51,50,66,45,52
Partition 3	8,7,73,14,35,37,34
Partition 4	0,47,26,9,79,69,54,30
Partition 5	2,1,3,77,75,74,4,53
Partition 6	18,25,24,40,39,72
Partition 7	12,55,61,22,44,38,49
Partition 8	19,13,15,68,21,67,59
Partition 9	16,41,65,64,36,58,63
Partition 10	46,42,17,62,31,32
Partition 11	11,10,29,48,56,57,20,76
Partition 14	5
path	2
T	1
cut	14
Partition 0	6,23,28,78,27,33
Partition 1	11,10,43,60,71,70
Partition 2	51,5,50,66,45,52
Partition 3	8,7,73,14,35,37,34
Partition 4	0,47,26,9,79,69,54,30
Partition 5	2,1,3,77,75,74,4,53
Partition 6	18,25,24,40,39,72
Partition 7	12,55,61,22,44,38,49
Partition 8	19,13,15,68,21,67,59
Partition 9	16,41,65,64,36,58,63
Partition 10	46,42,17,62,31,32
Partition 11	29,48,56,57,20,76
path	3
T	1
cut	14
Partition 0	6,23,28,78,27,33
Partition 1	11,10,43,60,71,70
Partition 2	51,5,50,66,45,52
Partition 3	8,7,73,14,35,37,34
Partition 4	0,47,26,9,79,69,54,30
Partition 5	2,1,3,77,75,74,4,53
Partition 6	18,25,24,40,39,72
Partition 7	12,55,61,22,44,38,49
Partition 8	19,13,15,68,21,67,59
Partition 9	16,41,65,64,36,58,63
Partition 10	46,42,17,62,31,32
Partition 11	29,48,56,57,20,76
