cut	65
Partition 0	3571,3572,3520
Partition 1	3542,3540,3541
Partition 2	3543,3530,3531
Partition 3	3545,3550,3549
Partition 4	3548,3524,3577
Partition 5	3523,3529,3575
Partition 6	3534,3535,3536,3576
Partition 7	3568,3569,3570
Partition 8	3592,3590,3533
Partition 9	3522,3544,3593
Partition 10	3588,3586,3587
Partition 11	3552,3551,3585
Partition 12	3546,3547,3591
Partition 13	3589,3596,3594,3595
Partition 14	3579,3581,3582
Partition 15	3526,3527,3578
Partition 16	3528,3537,3580
Partition 17	3574,3584,3583
Partition 18	3573,3555,3554,3553
Partition 19	3599,3598,3597
Partition 20	3611,3610,3608,3609
Partition 21	3567,3556,3566
Partition 22	3538,3607,3539
Partition 23	3604,3605,3606
Partition 24	3601,3602,3603
Partition 25	3558,3564,3565
Partition 26	3562,3561,3563
Partition 27	3525,3600,3557
Partition 28	3532,3559,3521,3560
