cut	51
Partition 0	18,4,98
Partition 1	2,36,37,93
Partition 2	87,64,77,80
Partition 3	88,15,19,74
Partition 4	7,16,61,63
Partition 5	14,82,51,69
Partition 6	11,38,90,91
Partition 7	12,46,49,50
Partition 8	6,44,35,54,68
Partition 9	76,55,81
Partition 10	13,22,26,59
Partition 11	95,97,43,62
Partition 12	3,29,53,56,60
Partition 13	28,48,57,66,79
Partition 14	0,5,34,39,23
Partition 15	8,10,32,24
Partition 16	21,17,72,85,89
Partition 17	83,86,92,96
Partition 18	20,30,31,33
Partition 19	41,42,47,58
Partition 20	9,65,73,84,94
Partition 21	27,45,70
Partition 22	1,25,40,71,99
Partition 23	75,52,67,78
