cut	40
Partition 0	7504,7493,7503,7525
Partition 1	7529,7526,7527,7530
Partition 2	7528,7520,7500,7495
Partition 3	7522,7523,7524,7521
Partition 4	7498,7499,7501,7502
Partition 5	7518,7506,7516,7517
Partition 6	7508,7497,7505,7507
Partition 7	7491,7511,7512,7513
Partition 8	7509,7494,7510,7514,7515
Partition 9	7563,7562,7537,7561
Partition 10	7560,7558,7556,7559
Partition 11	7531,7532,7533,7534
Partition 12	7519,7492,7536,7535
Partition 13	7548,7557,7547,7546
Partition 14	7549,7496,7540,7539
Partition 15	7550,7551,7554,7555
Partition 16	7552,7490,7553,7538
Partition 17	7541,7542,7543,7544,7545
