cut	28
Partition 0	21,45
Partition 1	47,22,46
Partition 2	34,7
Partition 3	32,31,33
Partition 4	65,64
Partition 5	67,66
Partition 6	0,1,69
Partition 7	5,53,49
Partition 8	2,3,4
Partition 9	36,68
Partition 10	37,38
Partition 11	35,44
Partition 12	8,9,10,63
Partition 13	30,29
Partition 14	27,28
Partition 15	25,6,26
Partition 16	23,24
Partition 17	11,54,16
Partition 18	15,14
Partition 19	12,13,40,39
Partition 20	52,48,58
Partition 21	17,62,61
Partition 22	50,60,59
Partition 23	18,57,42
Partition 24	56,55
Partition 25	43,19
Partition 26	20,51,41
