cut	3
Partition 0	394,390,391,392,393
Partition 1	384,381,385,387,378,386,379
Partition 2	382,383,389,380,388
cut	3
Partition 0	394,390,391,392,393,383
Partition 1	384,381,385,387,378,386,379
Partition 2	382,389,380,388
cut	3
Partition 0	394,390,391,392,393
Partition 1	384,381,385,387,378,386,379
Partition 2	382,383,389,380,388
cut	3
Partition 0	394,390,391,392,393,383
Partition 1	384,381,385,387,378,386,379
Partition 2	382,389,380,388
cut	3
Partition 0	390,391,392
Partition 1	384,381,385,387,378,386,379
Partition 2	382,383,389,380,388,394,393
cut	3
Partition 0	394,390,391,392,393,389,388
Partition 1	384,381,385,387,378,386,379
Partition 2	382,383,380
cut	3
Partition 0	394,390,391
Partition 1	384,381,385,387,378,386,379
Partition 2	382,383,389,380,388,392,393
cut	3
Partition 0	394,390,391,392,393,383
Partition 1	381,385,378,386
Partition 2	379,382,389,380,388,384,387
cut	3
Partition 0	390,391,392,383
Partition 1	384,381,385,387,378,386,379
Partition 2	382,389,380,388,394,393
