cut	51
Partition 0	3569,3573,3572,3570,3584,3583
Partition 1	3568,3521,3594,3590,3591,3596,3595
Partition 2	3560,3574,3563,3561,3575
Partition 3	3566,3586,3587,3585,3588,3567
Partition 4	3598,3610,3597,3611,3613,3612
Partition 5	3617,3616,3524,3559,3589,3614,3615
Partition 6	3592,3593,3545,3546,3523,3602
Partition 7	3562,3601,3599,3608,3600,3609
Partition 8	3540,3533,3541,3539,3534,3537
Partition 9	3552,3538,3553,3526,3554,3578,3555
Partition 10	3530,3548,3528,3547,3529
Partition 11	3527,3535,3531,3536,3543,3542
Partition 12	3565,3564,3525,3558,3544,3557
Partition 13	3520,3532,3549,3603,3522,3556
Partition 14	3576,3604,3577,3607,3580,3579
Partition 15	3550,3551,3605,3581,3606,3571,3582
