cut	58
Partition 0	8,9,33
Partition 1	48,38
Partition 2	36,60
Partition 3	30,50,34
Partition 4	55,62
Partition 5	1,26,18
Partition 6	4,58
Partition 7	46,44
Partition 8	57,31,69
Partition 9	13,5,65
Partition 10	15,64,25
Partition 11	37,47
Partition 12	11,19,29
Partition 13	24,23
Partition 14	27,42,52
Partition 15	10,51,14
Partition 16	3,43
Partition 17	67,35,59
Partition 18	12,61,32
Partition 19	21,41,68
Partition 20	53,40
Partition 21	39,66
Partition 22	2,49,22
Partition 23	0,20
Partition 24	63,54,45
Partition 25	16,6,17
Partition 26	7,56,28
