cut	70
Partition 0	40,53,33
Partition 1	9,22,23,25
Partition 2	77,51,70,65
Partition 3	24,28,49
Partition 4	1,59,12,78
Partition 5	15,64,21
Partition 6	31,18,39,58
Partition 7	13,34,66
Partition 8	27,62,46
Partition 9	0,10,48,75
Partition 10	7,57,38,41,60
Partition 11	20,3,30
Partition 12	14,42,26
Partition 13	36,68,73
Partition 14	5,6,44,71
Partition 15	16,32,56,63
Partition 16	35,2,79
Partition 17	29,50,45
Partition 18	61,52,76,11,54
Partition 19	4,55,74,47
Partition 20	37,17,72,67
Partition 21	19,8,43,69
